,AVAXUSDT,AXSUSDT,BTCUSDT,DOGEUSDT,ETHUSDT,LINKUSDT,LTCUSDT,SHIBUSDT,TLMUSDT,UNIUSDT
0,-158.16867877992004,-191.0890466846712,-184.51899890567068,-171.8303049688905,-185.08613404279185,-157.60825340958382,-184.6006865905846,-169.47998547043977,-170.84249071541137,-183.2654242131248
1,190.31270588580537,198.09889142510505,158.7663926304248,164.36144409821952,170.54961890626362,172.10302517463657,163.82960172993955,174.58526364481455,171.05711390505363,147.2031831303354
