,AVAXUSDT,AXSUSDT,BTCUSDT,DOGEUSDT,ETHUSDT,LINKUSDT,LTCUSDT,SHIBUSDT,TLMUSDT,UNIUSDT
0,181.65853441332374,209.57700885689457,82005.58745877747,0.7224047135789192,5940.8868776052,64.86807926713463,500.55739727901465,0.00010277005685891757,0.7616487322942794,56.02255226940241
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
